UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/10/23T00:01:58z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.24,0.01,36136,0,1800,73.49,118.70,142.28,48.30,78.58,94.19,184,163,11949.37,3653.40,888.00,96.54,16.88,7.23,77.52,112.56,128.61,50.94,74.37,85.02,180,161,13074.06,3803.70,682.70,72.13,13.28,9.09
2021/10/23T00:03:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.26,0.01,36136,0,1919,71.63,115.04,135.19,46.92,75.77,89.21,182,161,11663.60,3570.06,857.10,86.65,14.44,4.15,79.05,112.25,124.79,52.02,74.09,82.49,180,161,13327.00,3853.47,682.25,58.56,9.74,4.61
2021/10/23T00:05:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.30,0.01,36136,0,2039,72.75,117.88,138.75,47.80,77.91,91.82,183,163,11730.91,3600.23,861.70,92.82,15.00,5.61,77.89,111.63,129.85,51.09,73.65,85.85,180,160,13084.11,3813.83,698.31,75.63,15.13,6.81
2021/10/23T00:07:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.37,0.01,36136,0,2159,72.06,116.61,139.28,47.31,76.94,92.13,183,162,11828.78,3606.96,871.02,90.04,18.67,6.96,78.57,110.64,127.18,51.62,73.03,84.11,179,160,13099.38,3793.34,679.57,68.79,12.54,5.69
2021/10/23T00:09:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.34,0.01,36136,0,2279,71.41,118.93,138.14,46.95,78.54,91.36,184,163,11733.70,3593.04,893.11,87.25,14.27,5.52,77.72,111.35,127.81,50.98,73.57,84.61,180,160,13070.78,3789.35,720.65,69.02,16.07,6.09
2021/10/23T00:11:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.40,0.01,36136,0,2399,72.38,116.04,134.98,47.54,76.52,89.31,182,162,11668.73,3571.42,871.35,88.44,14.04,5.40,78.82,112.96,127.75,51.84,74.58,84.49,181,161,13184.53,3829.19,700.61,67.25,10.89,4.72
2021/10/23T00:13:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.39,0.01,36136,0,2519,72.72,118.33,138.93,47.83,78.17,91.94,183,163,11678.94,3580.24,871.30,96.15,16.93,6.50,78.10,112.49,125.88,51.33,74.10,83.41,180,161,13216.59,3804.98,707.69,59.86,13.59,5.29
2021/10/23T00:15:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.43,0.01,36136,0,2639,72.22,116.43,138.70,47.41,76.98,91.89,182,162,11683.33,3587.48,857.78,88.11,17.98,7.89,77.59,110.08,123.27,50.86,72.54,81.61,179,160,13131.00,3793.59,654.15,61.39,10.86,5.56
2021/10/23T00:17:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.47,0.01,36136,0,2760,72.53,118.38,137.65,47.62,78.13,90.95,183,163,11649.05,3575.53,875.80,95.27,14.95,4.51,76.31,107.62,124.90,50.04,71.04,82.75,178,159,12902.08,3726.25,663.71,67.96,12.77,6.29
2021/10/23T00:19:57z,80:7d:3a:2b:db:5,6.01,2.0+OPENLOG+15802 MB+DS3231+BME280+PMSX003-B+PMSX003-A,94,50,72,1010.49,0.01,36136,0,2880,71.63,115.42,131.93,46.95,76.18,87.23,182,162,11656.53,3554.39,852.02,78.82,13.88,5.16,77.98,109.45,126.26,51.32,72.19,83.45,179,160,13060.47,3788.94,679.74,65.11,12.36,4.79
