"","datetime_in","mac_address_in","firmware_ver_in","hardware_in","current_temp_f_in","current_humidity_in","current_dewpoint_f_in","pressure_in","adc_in","mem_in","rssi_in","uptime_in","pm1_0_cf_1_in","pm2_5_cf_1_in","pm10_0_cf_1_in","pm1_0_atm_in","pm2_5_atm_in","pm10_0_atm_in","pm2.5_aqi_cf_1_in","pm2.5_aqi_atm_in","p_0_3_um_in","p_0_5_um_in","p_1_0_um_in","p_2_5_um_in","p_5_0_um_in","p_10_0_um_in","pm1_0_cf_1_b_in","pm2_5_cf_1_b_in","pm10_0_cf_1_b_in","pm1_0_atm_b_in","pm2_5_atm_b_in","pm10_0_atm_b_in","pm2.5_aqi_cf_1_b_in","pm2.5_aqi_atm_b_in","p_0_3_um_b_in","p_0_5_um_b_in","p_1_0_um_b_in","p_2_5_um_b_in","p_5_0_um_b_in","p_10_0_um_b_in","gas_in","dateNumbers_in","DT_year_in","DT_month_in","DT_day_in","DT_hr_in","daynight_idx_in","site_id_in","site_name_in","season_id_in","inout_id_in","R_pm2_5_in"
"23",2021-10-22 05:00:00,NA,6.01,NA,93.6666666666667,50,72.0333333333333,1007.483,NA,36229.6,0,1210.23333333333,78.8783333333333,120.92,138.501,51.8256666666667,79.8413333333333,91.581,184.7,163.533333333333,12664.147,3863.22866666667,840.833333333333,79.174,13.0033333333333,5.12666666666667,83.019,114.293333333333,127.445333333333,54.6076666666667,75.4406666666667,84.3013333333333,181.366666666667,161.2,13986.1306666667,4029.116,668.179666666667,59.207,10.2736666666667,4.315,NA,1634855420.6,2021,10,22,4,0,17,"Tanima","monsoon","indoor",1.05797946803547
"24",2021-10-22 06:00:00,NA,6.01,NA,93.8,50,72,1008.001,NA,36213.3333333333,0,1010.26666666667,79.4933333333333,122.170666666667,139.841,52.2866666666667,80.7266666666667,92.498,185.533333333333,164.1,12731.163,3886.41233333333,853.283333333333,78.8103333333333,13.4333333333333,5.38333333333333,83.9696666666667,115.453,129.413,55.2156666666667,76.2036666666667,85.5416666666667,181.966666666667,161.733333333333,14149.7406666667,4076.14266666667,674.059,61.0646666666667,10.4613333333333,5.099,NA,1634859019.5,2021,10,22,5,0,17,"Tanima","monsoon","indoor",1.05818529329396
"25",2021-10-22 07:00:00,NA,6.01,NA,93.5,50,72.0333333333333,1008.70633333333,NA,36145.3333333333,0,2899.8,79.15,122.743666666667,140.610333333333,52.039,81.0916666666667,92.9983333333333,185.766666666667,164.133333333333,12684.9083333333,3873.97866666667,869.563333333333,80.815,13.3386666666667,5.35033333333333,83.198,115.731,130.145,54.7153333333333,76.4226666666667,86.0393333333333,182.066666666667,161.866666666667,14006.5813333333,4042.75266666667,688.256666666667,63.2256666666667,11.3516666666667,4.712,NA,1634862620.83333,2021,10,22,6,0,17,"Tanima","monsoon","indoor",1.06059453963646
"26",2021-10-22 08:00:00,NA,6.01,NA,93.5,50.1,72.3666666666667,1009.409,NA,36215.7333333333,0,1247.16666666667,74.8243333333333,117.250666666667,135.556,49.1306666666667,77.4403333333333,89.6426666666667,182.933333333333,162.366666666667,12036.5283333333,3679.023,838.648333333333,80.9963333333333,14.381,5.542,79.247,110.376666666667,123.800666666667,52.094,72.8303333333333,82.1473333333333,179.3,159.966666666667,13321.7796666667,3846.74466666667,658.794666666667,60.7686666666667,9.88666666666667,4.158,NA,1634866221.93333,2021,10,22,7,1,17,"Tanima","monsoon","indoor",1.06227765530154
"27",2021-10-22 09:00:00,NA,6.01,NA,93.4,50.9666666666667,72.4,1010.03233333333,NA,36218.9333333333,0,2003.7,70.8363333333333,110.724666666667,127.315666666667,46.4486666666667,73.0686666666667,84.3263333333333,179.533333333333,160.033333333333,11417.5913333333,3487.355,786.98,73.463,12.8313333333333,5.03966666666667,75.283,104.341,116.785,49.4446666666667,68.8096666666667,78.6253333333333,176.233333333333,157.833333333333,12671.22,3657.08033333333,619.316,56.482,8.60966666666667,3.78033333333333,NA,1634869824.5,2021,10,22,8,1,17,"Tanima","monsoon","indoor",1.06118080780007
"28",2021-10-22 10:00:00,NA,6.01,NA,93.8,50.3333333333333,72.7666666666667,1010.40633333333,NA,36174.1333333333,0,2740.33333333333,68.005,105.183666666667,120.595666666667,44.5893333333333,69.3653333333333,80.617,176.633333333333,158.133333333333,10965.1543333333,3344.548,743.173666666667,67.9753333333333,11.7686666666667,4.80433333333333,72.4353333333333,99.588,110.338666666667,47.5176666666667,65.6473333333333,76.259,173.7,156.266666666667,12225.8766666667,3513.98866666667,584.945,49.8106666666667,7.27266666666667,3.257,NA,1634873427.6,2021,10,22,9,1,17,"Tanima","monsoon","indoor",1.05618816189367
"29",2021-10-22 11:00:00,NA,6.01,NA,94.1666666666667,50,72.4666666666667,1010.47866666667,NA,36154.1333333333,0,1570.76666666667,64.4156666666667,99.3093333333333,113.777666666667,42.1803333333333,65.456,77.524,173.6,156.166666666667,10391.689,3165.812,696.143,64.7816666666667,10.9936666666667,4.32466666666667,69.4093333333333,94.4816666666667,104.328666666667,45.5203333333333,62.226,74.1273333333333,171.166666666667,154.433333333333,11726.1576666667,3370.029,546.232,45.4496666666667,6.56466666666667,2.84166666666667,NA,1634877029.96667,2021,10,22,10,1,17,"Tanima","monsoon","indoor",1.05109633262185
"30",2021-10-22 12:00:00,NA,6.01,NA,94.8,49,72.4,1009.809,NA,36185.8666666667,0,2979.66666666667,60.5723333333333,93.692,106.519666666667,39.6036666666667,61.7176666666667,74.9053333333333,170.866666666667,154.2,9772.26733333333,2980.938,660.622666666667,59.1286666666667,9.611,3.82733333333333,65.2093333333333,88.6333333333333,97.1263333333333,42.6976666666667,58.3276666666667,71.4176666666667,168.1,152.366666666667,11010.0556666667,3163.85066666667,510.674666666667,40.1926666666667,5.45033333333333,2.48933333333333,NA,1634880631.7,2021,10,22,11,1,17,"Tanima","monsoon","indoor",1.05707408800301
"31",2021-10-22 13:00:00,NA,6.01,NA,95,48.0344827586207,72,1009.20034482759,0.01,36177.9310344828,0,2055.20689655172,57.5955172413793,89.638275862069,102.042068965517,37.6193103448276,59.0003448275862,73.2468965517241,168.586206896552,152.827586206897,9322.53793103448,2844.20655172414,634.564137931034,57.2389655172414,9.51931034482759,3.63275862068966,62.3341379310345,84.3413793103448,92.0472413793103,40.7734482758621,55.4893103448276,69.3941379310345,165.965517241379,150,10494.9582758621,3020.67931034483,486.535172413793,36.0472413793103,4.70241379310345,2.18,NA,1634884189.13793,2021,10,22,12,1,17,"Tanima","monsoon","indoor",1.06280305817899
"32",2021-10-22 14:00:00,NA,6.01,NA,95,47.3333333333333,71.8333333333333,1008.42866666667,NA,36140.2666666667,0,2179.46666666667,54.854,85.14,97.2213333333333,35.945,56.0853333333333,71.4533333333333,166.266666666667,150.6,8857.675,2704.631,605.116,54.5076666666667,9.11033333333333,3.46066666666667,59.298,80.2853333333333,87.305,38.7663333333333,53.2463333333333,67.38,163.766666666667,144.7,9984.834,2871.21466666667,469.538666666667,33.6716666666667,3.91966666666667,1.89933333333333,NA,1634887834.2,2021,10,22,13,1,17,"Tanima","monsoon","indoor",1.060467665327
"33",2021-10-22 15:00:00,NA,6.01,NA,95,47.9,72,1007.9,NA,36148.8,0,2580.3,56.2,88.5916666666667,102.333666666667,36.7543333333333,58.3293333333333,73.36,168.133333333333,152.433333333333,9097.07433333333,2781.11966666667,639.431333333333,60.2296666666667,10.5486666666667,4.456,60.7463333333333,83.3326666666667,91.8453333333333,39.7156666666667,54.9516666666667,69.2466666666667,165.333333333333,148.266666666667,10252.7213333333,2952.10366666667,495.23,39.251,5.03133333333333,2.33133333333333,NA,1634891437.3,2021,10,22,14,1,17,"Tanima","monsoon","indoor",1.06310850486804
"34",2021-10-22 16:00:00,NA,6.01,NA,94.3,48.8,71.8333333333333,1007.473,NA,36160.2666666667,0,2980.7,58.8316666666667,93.0946666666667,107.629666666667,38.4466666666667,61.3183333333333,75.2886666666667,170.433333333333,154.066666666667,9543.607,2915.98566666667,675.055,64.2286666666667,11.248,4.294,63.7396666666667,88.0603333333333,97.7633333333333,41.7336666666667,57.942,71.6653333333333,167.8,152.2,10733.22,3093.493,525.099666666667,43.9983333333333,6.61166666666667,3.183,NA,1634895040.2,2021,10,22,15,1,17,"Tanima","monsoon","indoor",1.05716913782596
"35",2021-10-22 17:00:00,NA,6.01,NA,94.5666666666667,49,72.5666666666667,1007.59033333333,NA,36169.0666666667,0,1398.53333333333,60.8826666666667,97.1383333333333,112.582333333333,39.834,63.997,77.0883333333333,172.566666666667,155.466666666667,9876.767,3018.69133333333,703.734333333333,69.3696666666667,12.0253333333333,4.776,66.0076666666667,91.1816666666667,101.265333333333,43.2556666666667,60.035,73.015,169.4,153.4,11082.2293333333,3196.37633333333,544.457333333333,45.8993333333333,6.75266666666667,3.26833333333333,NA,1634898641.53333,2021,10,22,16,1,17,"Tanima","monsoon","indoor",1.06532745983293
"36",2021-10-22 18:00:00,NA,6.01,NA,93.5666666666667,49,71.6,1007.58566666667,NA,36199.4666666667,0,1130.26666666667,61.7466666666667,98.2603333333333,114.210333333333,40.4206666666667,64.744,77.699,173.066666666667,155.8,10003.9196666667,3058.19633333333,715.713666666667,69.922,12.332,5.01166666666667,66.776,92.748,103.539,43.7656666666667,61.0816666666667,73.852,170.166666666667,153.933333333333,11250.9843333333,3241.38933333333,556.492333333333,48.732,7.515,3.47933333333333,NA,1634902240.6,2021,10,22,17,1,17,"Tanima","monsoon","indoor",1.05943344690272
"37",2021-10-22 19:00:00,NA,6.01,NA,93.6666666666667,49,71.5333333333333,1008.11133333333,0.01,36168,0,2338.2,60.0453333333333,95.4236666666667,110.924333333333,39.2803333333333,62.857,76.4883333333333,171.566666666667,154.8,9735.671,2975.885,691.507333333333,68.3983333333333,11.913,4.97433333333333,65.3196666666667,90.4743333333333,101.545666666667,42.7753333333333,59.5433333333333,73.0513333333333,169.1,153.133333333333,11007.2983333333,3173.318,545.604666666667,48.2513333333333,7.574,3.65066666666667,NA,1634905841.2,2021,10,22,18,1,17,"Tanima","monsoon","indoor",1.05470428077208
"38",2021-10-22 20:00:00,NA,6.01,NA,94,48.6,71.3,1009.30266666667,NA,36189.0666666667,0,2099.16666666667,59.4833333333333,94.5376666666667,109.963666666667,38.9133333333333,62.3046666666667,76.1733333333333,171.1,154.566666666667,9654.139,2951.622,686.544,67.195,12.3643333333333,4.57433333333333,64.3693333333333,89.093,100.123333333333,42.1673333333333,58.679,72.5636666666667,168.3,152.633333333333,10831.3233333333,3125.34733333333,536.86,47.128,8.06966666666667,3.81666666666667,NA,1634909443.53333,2021,10,22,19,1,17,"Tanima","monsoon","indoor",1.06111217117694
"39",2021-10-22 21:00:00,NA,6.01,NA,93.7,49,71.7,1009.535,NA,36182.6666666667,0,1826.73333333333,59.6926666666667,94.4566666666667,109.409333333333,39.0653333333333,62.2413333333333,75.9693333333333,171.166666666667,154.533333333333,9679.74766666667,2956.57,682.839333333333,65.5333333333333,11.9256666666667,4.52,64.951,90.318,100.798333333333,42.55,59.4696666666667,72.832,168.833333333333,153.033333333333,10968.0026666667,3160.28933333333,540.882333333333,47.5733333333333,7.33033333333333,3.54766666666667,NA,1634913044.56667,2021,10,22,20,0,17,"Tanima","monsoon","indoor",1.04582327627568
"40",2021-10-22 22:00:00,NA,6.01,NA,93.8666666666667,49,71.8666666666667,1009.94066666667,NA,36186.9333333333,0,2339.46666666667,60.8443333333333,95.6103333333333,110.500666666667,39.81,62.9886666666667,76.293,171.7,154.933333333333,9866.07566666667,3008.54933333333,688.125333333333,65.6086666666667,11.328,4.31633333333333,66.0813333333333,90.8483333333333,100.325333333333,43.3186666666667,59.8356666666667,72.675,169.233333333333,153.233333333333,11149.7526666667,3206.71,536.141666666667,43.7083333333333,6.713,3.071,NA,1634916646.2,2021,10,22,21,0,17,"Tanima","monsoon","indoor",1.05241703204975
"41",2021-10-22 23:00:00,NA,6.01,NA,94,49.6,72,1010.09366666667,NA,36173.0666666667,0,1751.43333333333,65.8113333333333,103.623,120.009,43.137,68.326,80.2876666666667,175.833333333333,157.6,10640.423,3251.36766666667,744.001,71.5716666666667,12.9996666666667,5.34166666666667,71.257,98.9733333333333,110.769,46.7313333333333,65.2416666666667,76.404,173.5,155.966666666667,12026.321,3464.56566666667,593.592666666667,52.2096666666667,8.48766666666667,3.888,NA,1634920247.33333,2021,10,22,22,0,17,"Tanima","monsoon","indoor",1.04697898423818
"42",2021-10-23 00:00:00,NA,6.01,NA,94,50,72,1010.05166666667,NA,36152.2666666667,0,2379.4,67.8443333333333,107.218666666667,125.22,44.505,70.7383333333333,83.0526666666667,177.766666666667,158.9,10987.5113333333,3354.85933333333,771.45,77.0996666666667,14.261,5.679,73.4386666666667,102.292333333333,114.714333333333,48.1993333333333,67.441,77.797,175.066666666667,157.166666666667,12394.1533333333,3567.49633333333,614.769,54.7393333333333,9.28433333333333,4.42933333333333,NA,1634923848.73333,2021,10,22,23,0,17,"Tanima","monsoon","indoor",1.04815936026487
"43",2021-10-23 01:00:00,NA,6.01,NA,94,50,72,1009.85933333333,NA,36215.4666666667,0,1258.6,66.8786666666667,105.178666666667,121.644333333333,43.8163333333333,69.3616666666667,81.0413333333333,176.6,158.166666666667,10830.8043333333,3307.346,749.197333333333,73.7533333333333,12.727,4.798,72.2533333333333,99.455,110.800666666667,47.4183333333333,65.5243333333333,76.4286666666667,173.766666666667,156.166666666667,12156.1153333333,3503.011,587.839,50.5816666666667,7.96433333333333,3.986,NA,1634927449.23333,2021,10,23,0,0,17,"Tanima","monsoon","indoor",1.05755031588826
"44",2021-10-23 02:00:00,NA,6.01,NA,94,50,72,1009.556,NA,36225.3333333333,0,1382.4,75.6083333333333,122.368666666667,144.897666666667,49.6723333333333,80.8403333333333,95.9216666666667,185.566666666667,164,12267.6646666667,3750.64666666667,898.920666666667,97.3613333333333,17.508,7.01333333333333,81.1956666666667,115.855,135.852666666667,53.3706666666667,76.4836666666667,90.3516666666667,182.133333333333,161.866666666667,13661.7906666667,3955.76133333333,722.922333333333,77.7966666666667,17.67,8.249,NA,1634931048.76667,2021,10,23,1,0,17,"Tanima","monsoon","indoor",1.05622257707192
"45",2021-10-23 03:00:00,NA,6.01,NA,93.7666666666667,50,71.8333333333333,1008.989,NA,36196.5333333333,0,1859.3,78.0316666666667,128.769,154.594,51.2576666666667,85.0986666666667,102.3,188.8,166.333333333333,12690.084,3891.24333333333,965.722666666667,110.469666666667,20.0113333333333,7.99566666666667,83.5673333333333,121.479,144.177333333333,54.938,80.2036666666667,95.3436666666667,185.066666666667,163.733333333333,14058.5676666667,4083.441,777.517333333333,86.6966666666667,21.0763333333333,10.1733333333333,NA,1634934650.63333,2021,10,23,2,0,17,"Tanima","monsoon","indoor",1.06001037216309
"46",2021-10-23 04:00:00,NA,6.01,NA,94,50,72,1009.16733333333,NA,36156.2666666667,0,2540.1,78.2533333333333,129.956,155.991666666667,51.399,85.8993333333333,103.230333333333,189.4,166.733333333333,12755.9803333333,3908.57266666667,981.207333333333,110.736,20.507,7.94866666666667,83.7886666666667,122.572,145.787333333333,55.1106666666667,80.9456666666667,96.454,185.633333333333,164.166666666667,14096.489,4095.24166666667,789.324,89.756,21.4573333333333,10.2143333333333,NA,1634938253.56667,2021,10,23,3,0,17,"Tanima","monsoon","indoor",1.06024214339327
"47",2021-10-23 05:00:00,NA,6.01,NA,93.8,50,71.8333333333333,1009.03466666667,NA,36202.9333333333,0,1859.63333333333,80.0253333333333,133.005,159.636333333333,52.615,87.911,105.673,190.966666666667,167.7,13031.0833333333,3995.38,1009.20566666667,113.957666666667,20.5043333333333,8.148,86.4976666666667,126.824666666667,151.414,56.9083333333333,83.797,100.198666666667,187.833333333333,165.666666666667,14548.778,4227.66233333333,824.272333333333,94.3386666666667,22.4276666666667,10.6946666666667,NA,1634941855.26667,2021,10,23,4,0,17,"Tanima","monsoon","indoor",1.04873131935428
"48",2021-10-23 06:00:00,NA,6.01,NA,94,50,72,1009.832,NA,36183.4666666667,0,1166.63333333333,75.4763333333333,122.893333333333,145.868333333333,49.5853333333333,81.203,96.5193333333333,185.766666666667,164.233333333333,12224.1393333333,3746.871,917.579,97.9673333333333,17.5626666666667,7.27066666666667,80.8076666666667,116.667,135.452666666667,53.13,77.022,89.5516666666667,182.566666666667,162.1,13589.7083333333,3940.25466666667,736.680333333333,77.204,16.2693333333333,7.22566666666667,NA,1634945456.16667,2021,10,23,5,0,17,"Tanima","monsoon","indoor",1.05336841894737
"49",2021-10-23 07:00:00,NA,6.01,NA,93.8333333333333,50,71.8666666666667,1010.47833333333,NA,36145.3333333333,0,2899.86666666667,71.5093333333333,114.786333333333,134.827,46.919,75.79,89.1643333333333,181.566666666667,161.566666666667,11581.9376666667,3542.76233333333,842.459666666667,87.0543333333333,15.5513333333333,6.16833333333333,76.8523333333333,109.03,123.806333333333,50.495,71.936,82.1383333333333,178.566666666667,159.466666666667,12925.108,3736.06066666667,672.172333333333,64.784,11.6143333333333,5.464,NA,1634949057.4,2021,10,23,6,0,17,"Tanima","monsoon","indoor",1.05279586658106
"50",2021-10-23 08:00:00,NA,6.01,NA,94,50,72,1011.28266666667,NA,36184.8,0,1326.3,66.9893333333333,107.024333333333,124.709666666667,43.8856666666667,70.563,82.739,177.566666666667,158.866666666667,10861.6043333333,3322.62566666667,778.959333333333,78.1966666666667,13.8136666666667,5.35166666666667,72.7333333333333,101.534333333333,114.222666666667,47.726,66.9236666666667,77.718,174.8,156.866666666667,12225.1063333333,3530.03633333333,613.866333333333,55.9083333333333,9.311,4.22266666666667,NA,1634952657.43333,2021,10,23,7,1,17,"Tanima","monsoon","indoor",1.05407038013414
"51",2021-10-23 09:00:00,NA,6.01,NA,94.7666666666667,49.3666666666667,72.7666666666667,1011.9,NA,36179.4666666667,0,3018.13333333333,61.6663333333333,97.0776666666667,111.107,40.376,63.989,76.5943333333333,172.533333333333,155.4,9949.77466666667,3040.243,694.808333333333,64.984,10.7496666666667,4.18633333333333,66.8203333333333,92.3656666666667,102.141,43.7733333333333,60.8153333333333,73.3293333333333,170.066666666667,153.666666666667,11245.0456666667,3244.475,546.314,45.9366666666667,6.84866666666667,3.02433333333333,NA,1634956258.13333,2021,10,23,8,1,17,"Tanima","monsoon","indoor",1.05101462664699
"52",2021-10-23 10:00:00,NA,6.01,NA,95,48.8,72.5666666666667,1012.18233333333,0.01,36211.7333333333,0,1977.9,59.0756666666667,91.798,105.411666666667,38.6113333333333,60.4473333333333,74.495,169.666666666667,153.5,9531.40933333333,2911.20633333333,652.656,60.3986666666667,10.525,4.24,63.904,87.3436666666667,96.006,41.8456666666667,57.4703333333333,70.935,167.466666666667,151.966666666667,10773.3473333333,3102.371,509.265333333333,40.421,5.57466666666667,2.57566666666667,NA,1634959857.7,2021,10,23,9,1,17,"Tanima","monsoon","indoor",1.0509977827051
"53",2021-10-23 11:00:00,NA,6.01,NA,95.1666666666667,47.6,71.9,1011.89533333333,NA,36195.4666666667,0,2218.73333333333,54.932,85.2396666666667,97.3246666666667,36.0423333333333,56.1866666666667,71.4873333333333,166.366666666667,150.466666666667,8867.695,2710.26033333333,603.373,54.5396666666667,9.198,3.41933333333333,59.8593333333333,81.2106666666667,88.8553333333333,39.1413333333333,53.7886666666667,68.0606666666667,164.3,146,10086.1883333333,2901.10433333333,471.298333333333,36.147,4.75666666666667,2.05666666666667,NA,1634963458.46667,2021,10,23,10,1,17,"Tanima","monsoon","indoor",1.04961170946345
"54",2021-10-23 12:00:00,NA,6.01,NA,95.8275862068966,46,71.4827586206897,1011.14,NA,36185.6551724138,0,2544.10344827586,49.7786206896552,77.1296551724138,87.9224137931034,33.7144827586207,51.9155172413793,67.6220689655172,162.172413793103,141.310344827586,8059.99724137931,2461.56068965517,549.625862068965,47.8731034482759,8.06931034482759,3.28551724137931,54.7055172413793,74.1162068965517,80.8206896551724,35.8641379310345,50.9396551724138,64.5755172413793,160.48275862069,138.965517241379,9219.1075862069,2650.50551724138,431.259310344828,31.87,3.87103448275862,1.79344827586207,NA,1634967000.2069,2021,10,23,11,1,17,"Tanima","monsoon","indoor",1.04065842549212
